name,position,company,description,linkedin_url
"Vivian C. Branchick, RN, MS",Director of Nursing Affairs and Chief Nursing Officer,LA County Department of Health Services,Director of Nursing Affairs and Chief Nursing Officer Los Angeles County Department of Health Services,https://www.linkedin.com/in/vivian-c-branchick-rn-ms-1b06411a
Tracy Dallarda,,,Chief Communications and Advocacy Officer at Citrus Valley Health Partners,https://www.linkedin.com/in/tracy-dallarda-16286917
Bonnie Baker Scudder,Chief Planning and Development Officer,Casa Colina Centers for Rehabilitation,Chief Planning and Development Officer Casa Colina Centers for Rehabilitation,https://www.linkedin.com/in/bonnie-baker-scudder-2a861717
Kurt Weinmeister,,,Chief Executive Officer at San Dimas Community Hospital,https://www.linkedin.com/in/kurt-weinmeister-7928a215
"Lousine Alpern, MD, MPhil, DABR",,,Chief Medical Officer at Tikun Med,https://www.linkedin.com/in/lousinealpern
Randy Skomsvold,,,Chief Financial Officer at FirstWatch,https://www.linkedin.com/in/randy-skomsvold-56526511
Raymond Chan,,,"Chief Medical Officer at EPIC Management, LP",https://www.linkedin.com/in/raymond-chan-12416b10
Clare Resnick,,,Chief Financial Officer at Warner Pacific Insurance Services,https://www.linkedin.com/in/clare-resnick-b1006a7
Kumar Swaminathan,,,Chief Revenue Officer at MendMe Health,https://www.linkedin.com/in/kumarswaminathan
Evelyn Ku,Chief Nursing Officer,Alhambra Hospital Medical Ctr,Chief Nursing Officer,https://www.linkedin.com/in/evelyn-ku-20b852106
Paul Czajka,Vice President / Chief Operating Officer,"St Mary Medical Center, Dignity Health",Chief Operating Officer at St. Mary Medical Center long Beach Ca,https://www.linkedin.com/in/paul-czajka-aa18555a
"Michelle Brown, BSN",Chief Nursing Officer,VVGMC,Chief Nursing Officer VVGMC,https://www.linkedin.com/in/michelle-brown-bsn-050b6358
"Osvaldo Lopez,MD",Chief of Medicine Temecula Valley Hospital,Medical Director TVH Hospitalists,"Chief of Medicine, Temecula Valley Hospital/ Hospitalist GRACE Hospitalists",https://www.linkedin.com/in/osvaldo-lopez-md-5449764
Brenda Hull,Chief Executive Officer,"Health Care Business Solutions and Consulting Group, LLC","Chief Executive Officer, Health Care Business Solutions and Consulting Group, LLC",https://www.linkedin.com/in/brenda-hull-65ba533
Ann Schiff,President and Chief Executive Officer,Pilgrim Place,"President and Chief Executive Officer, Pilgrim Place",https://www.linkedin.com/in/ann-schiff-579ba423
"Joel Waldman, LNHA",,,"Chief Financial Officer at New Vista Health Services, LLC",https://www.linkedin.com/in/joel-waldman-lnha-6956581
Fred Benharash,Chief Financial Officer,Ventura County Medical Center,"Chief Financial Officer - Experienced Leader in Healthcare Financial Management, MBA, CPA, Esq.",https://www.linkedin.com/in/fred-benharash-16399513
Hyung T. (Henry) Kim,,,Associate Chief Medical Officer at Olive View - UCLA,https://www.linkedin.com/in/hyung-t-henry-kim-39484a9
Rob Streeter,Chief Medical Officer,Dignity Health,Chief Medical Officer St. Johns Regional Medical Center,https://www.linkedin.com/in/rob-streeter-6664319
"Devi Patel-Lee, MPH, PMP",Area Chief Financial Officer,Kaiser Permanente,"Area Chief Financial Officer at Kaiser Permanente, Woodland Hills and West Ventura",https://www.linkedin.com/in/devi-patel-lee-mph-pmp-5161b82
Evan Moore,,,Chief Strategic Development Officer- Medical Foundations at Providence Health & Services,https://www.linkedin.com/in/evan-moore-6565081
Vincent Green,,,Chief Medical Informatics Officer (CMIO) at Emergent Medical Associates,https://www.linkedin.com/in/vincent-green-1ab42210a
Sanjana Narkar,,,"Chief Development Officer at AME Medical Group, Inc.",https://www.linkedin.com/in/snarkar
Karen Sielbeck,,,Chief Nurse Executive (CNE) at Kaiser Permanente,https://www.linkedin.com/in/karen-sielbeck-6975b454
Lee Ann Nichols,,,"Chief Customer Officer at XIFIN, Inc.",https://www.linkedin.com/in/lee-ann-nichols-875a0052
"Michael Groban, M.D.",Chief Medical Officer,Pioneer Medical Group,"Chief Medical Officer, Pioneer Medical Group",https://www.linkedin.com/in/michael-groban-m-d-90584b51
Ted Wang,,,Chief Financial Officer at Providence Tarzana Medical Center,https://www.linkedin.com/in/ted-wang-b516614
Yousef Turshani,,,Chief Medical Officer at UMMA COMMUNITY CLINIC,https://www.linkedin.com/in/yousef-turshani-b1665b4
MJ Wresneski-Markowitz,,,Chief Operations Officer at Identity MSO,https://www.linkedin.com/in/mj-wresneski-markowitz-53519a31
Bruce Bowne,,,Chief Financial Officer Medicare at Molina Healthcare,https://www.linkedin.com/in/bruce-bowne-4686b930
"S. Ashraf Hasan, MD, MPH",,,Chief Medical Officer at Regal Medical Group,https://www.linkedin.com/in/s-ashraf-hasan-md-mph-04838712
Steve Levine,,,Chief Executive Officer at Health Advocates,https://www.linkedin.com/in/steve-levine-525468a
Steve Cohen,,,"Chief Administrative Officer, Department of Neurosurgery at UCLA Health System",https://www.linkedin.com/in/steve-cohen-5721305
"Sinchai Tsao, PhD",Chief Executive Officer / Co-Founder,Voxel Healthcare,"CEO at Voxel Healthcare, developing clinical decision support tools for pediatric radiology",https://www.linkedin.com/in/sinchaitsao
Sue Barbosa,,,Chief Operating Officer at Pacific Toxicology Laboratory,https://www.linkedin.com/in/sue-barbosa-b653313
Aimee Becker,,,Chief Operating Officer at Gaudiani Clinic,https://www.linkedin.com/in/aimee-becker-67698338
Kenneth Feinberg,,,Chief Financial Officer at TNH Advanced Specialty Pharmacy,https://www.linkedin.com/in/kenneth-feinberg-80b6822a
Jorge F.,,,Chief Operating Officer at MedTrainer,https://www.linkedin.com/in/jorge-f-61a18a21
Richard Sinaiko,Founder and Chief Executive Officer,Sinaiko Healthcare Consulting,Founder and Chief Executive Officer at Sinaiko Healthcare Consulting,https://www.linkedin.com/in/richard-sinaiko-13382314
Jim Wilk,,,"Chief Executive Officer at Benefit Together, Inc.",https://www.linkedin.com/in/jim-wilk-534266a
Karen Kretz,Area Chief Financial Officer,Kaiser Permanente,Area Chief Financial Officer at Kaiser Permanente South Bay,https://www.linkedin.com/in/karen-kretz-9408216
Raye Burkhardt,,,Chief Nursing Executive at Kaiser Permanente,https://www.linkedin.com/in/raye-burkhardt-3819994
Angie (Kringen) Salicrup,,,"Chief Strategy and Development Officer, Department of Surgery at Keck Medicine of USC",https://www.linkedin.com/in/kringen2007
Phil Kilcoin,,,Chief Operating Officer at BMS Practice Solutions,https://www.linkedin.com/in/phil-kilcoin-0aba43
Jeffrey Guterman MD,Chief Physician,Olive View - UCLA Medical Center,"Professor of Medicine at UCLA, Chief, Research & Innovation in Los Angeles County DHS and Partner, 4patientcare.com",https://www.linkedin.com/in/jeffrey-guterman-md-726a4
"Edgar Solis RN,MSHCA,CPHQ",Associate Chief Nursing Officer,AHMC HealthCare,Associate Chief Nursing Officer,https://www.linkedin.com/in/edgar-solis-rn-mshca-cphq-5a083683
Nancy Morales,Chief Financial Officer & Partner,"DTI - Dialysis Training Institute, LLC",Chief Financial Officer at {DTI} Dialysis Training Institute LLC,https://www.linkedin.com/in/nancy-morales-7b9a9076
Terry Pena,Chief Operating Officer/Chief Nursing Officer,Mountains Community Hospital,Chief Operating Officer/Chief Nursing Officer at San Bernardino Mountains Community Hospital District,https://www.linkedin.com/in/terry-pena-75483450
Tracy Fietz,Chief Administrative Officer,Kaiser Permanente,Chief Administrative Officer,https://www.linkedin.com/in/tracy-fietz-19403144
Carolyn Rhee,,,Chief Executive Officer at Olive View-UCLA Medical Center,https://www.linkedin.com/in/carolyn-rhee-b503083a
Tammy Somesla,,,Chief Nursing Officer at College Medical Center,https://www.linkedin.com/in/tammy-somesla-3b274139
John McNulty,,,Chief Engineer at Kaiser Foundation Health Plan,https://www.linkedin.com/in/john-mcnulty-3871a738
Eric Kwak,Chief Business Officer/Co-Founder,InSource Diagnostics,Chief Business Officer/Co-Founder,https://www.linkedin.com/in/eric-kwak-ba099537
Wafa El Musselmani,Consultant/Interim Chief Nursing Officer,National Surgical Healthcare,Healthcare Chief Operating Officer & Chief Nursing Officer,https://www.linkedin.com/in/wafaelmusselmani
Joan Araujo,,,Chief Deputy Director at Ventura County Health Care Agency,https://www.linkedin.com/in/joan-araujo-20141b2a
Mindy Ofiana,Chief Nursing Officer,Memorial Hospital of Gardena,Chief Nursing Officer,https://www.linkedin.com/in/mindy-ofiana-a68b5b18
"Crystal Jack, FACHE",,,"Chief of Staff, Clinical Services at Childrens Hospital Los Angeles (CHLA)",https://www.linkedin.com/in/crystal-jack-fache-37437415
Ann Abe,,,Chief Operating Officer/Administrator at Western Medical Center Anaheim and Western Medical Center Santa Ana,https://www.linkedin.com/in/ann-abe-80285914
Kathy Harren MSN MHA RN,Regional Chief Nursing Officer Interim,Providence Health & Services,Retired Regional Chief Nursing Officer Providence California,https://www.linkedin.com/in/kathy-harren-msn-mha-rn-3606a213
Levey Alan,,,Chief Executive Officer at JVS Los Angeles,https://www.linkedin.com/in/levey-alan-bb7aa312
Julian Dakkak,,,Deputy to Chief Compliance Officer at UCLA Health System & David Geffen School of Medicine,https://www.linkedin.com/in/julian-dakkak-4270b510
Paul Jenkins,Chief Financial Officer,BMS Practice Solutions,Chief Financial Officer at BMS Reimbursement Management,https://www.linkedin.com/in/paul-jenkins-a67812
Margaret Follette,,,Chief Contracting Officer at UCLA Health,https://www.linkedin.com/in/margaret-follette-99b57a9
Renee Higgins MD,Chief Hospital Operations - Specialty Care,Ventura County Health Care Agency Ambulatory Care,Chief Operating Officer VCMC Ambulatory Care Administration,https://www.linkedin.com/in/renee-higgins-md-b985225
Allen Nissenson,Chief Medical Officer,DaVita HealthCare Partners,Chief Medical Officer at DaVita,https://www.linkedin.com/in/allen-nissenson-4684775
"Katie Schnaser, FACHE",Chief Administrative Officer,Lucy Curci Cancer Center at Eisenhower Medical Center,Chief Administrative Officer - Lucy Curci Cancer Center at Eisenhower Medical Center,https://www.linkedin.com/in/katie-schnaser-fache-8b68894
Cristina Jacobson,,,Executive Consultant/Chief of Staff at Kaiser Permanente,https://www.linkedin.com/in/cristina-jacobson-81a5a41
"Ryan Williams, M.D., Ph.D.",Chief Medical Officer,SAFE Group,Chief Medical Officer at SAFE,https://www.linkedin.com/in/ryan-williams-m-d-ph-d-786078117
Jorge Orozco,,,Chief Executive Officer at Rancho Los Amigos National Rehabilitation Center,https://www.linkedin.com/in/jorge-orozco-bbb16367
Howard Fullman,,,"Medical Director and Chief of Stafff at Kaiser Permanente, West Los Angeles",https://www.linkedin.com/in/howard-fullman-90411158
Carlos Rojas,President & Chief Recruiter,SoCal Sand Gnats,Respiratory Care Practitioner & Chief Recruiter SoCal Sand Gnats Baseball Clu,https://www.linkedin.com/in/carlos-rojas-58618857
Jeffrey Weitzel,,,"Chief, Clinical Cancer Genetics at City of Hope",https://www.linkedin.com/in/jeffrey-weitzel-61688850
"Luis Moreno, MD",Chief Medical Officer,"ScribeAmerica, LLC","Chief Medical Officer, ScribeAmerica",https://www.linkedin.com/in/luis-moreno-md-497ba740
Shirley Johnson,,,Senior Vice President and Chief Nursing and Patient Care Services Officer at City of Hope,https://www.linkedin.com/in/shirley-johnson-aa034a20
Rachel McClements,Chief Clinical Officer,Five Acres--The Boys and Girls Aid Society of Los Angeles,Chief Clinical Officer at 5 Acres,https://www.linkedin.com/in/rachel-mcclements-09755411
"Edward Seferian, MD, MS, FAAP",,,Chief Patient Safety Officer at Cedars-Sinai,https://www.linkedin.com/in/edward-seferian-md-ms-faap-a82bb7a
Vance Gardner MD,Chief Medical Officer,CardioVascular BioTherapeutics Inc.,"Chief Medical Officer, Cardiovascular BioTherapeutics Inc.",https://www.linkedin.com/in/vance-gardner-md-8199179
"Maurice (Mo) R.G. OGorman, Ph.D.","Professor Pathology and Pediatrics, Chief of Laboratory Medicine",University of Southern California and the Childrens Hospital of Los Angeles,"Professor and Chief of Laboratory Medicine, USC and Childrens Hospital of LA",https://www.linkedin.com/in/maurice-mo-r-g-o-gorman-ph-d-7300999
Bill Guss,,,Chief Pharmacy Officer/Director of Clinical Operations at Quality Care Leader,https://www.linkedin.com/in/williamguss
Dr. Jerry Gardner,"Chief, Program Operations",TRICARE Management Activity,"Chief Administrator Officer , El Centro Regional Medical Center",https://www.linkedin.com/in/jerrygardner
Raymond Bell,Chief Technology Officer,Vedant Health,Chief Technology Officer/Vice President of Healthcare Solutions at Vedant Incorporated,https://www.linkedin.com/in/raymondjbell
Erin Neistat Morse RD,Chief Clinical Dietitian & Clinical Nutrition Manager,UCLA Health System,Chief Clinical Dietitian at Ronald Reagan-UCLA Medical Center and Santa Monica UCLA Medical Center,https://www.linkedin.com/in/erin-neistat-morse-rd-840b09
Bethany Eshleman,,,Chief Operating Officer at Planned Parenthood Pasadena and San Gabriel Valley,https://www.linkedin.com/in/bethany-eshleman-8201b48
"Edward Kaftarian, MD",Statewide Chief of Telepsychiatry,California Correctional Health Care Services,Chief of Telepsychiatry at California Correctional Healthcare Services,https://www.linkedin.com/in/kaftarian
"Ralph Hartman, FACHE",Chief Operating Officer,College Medical Center,"Chief Operating Officer College Medical Center of Long Beach, California",https://www.linkedin.com/in/ralph-hartman-fache-43307a79
Paige Pennington,,,Chief Operating Officer at Compliagent,https://www.linkedin.com/in/paige-pennington-a1252848
Anne Yaktiyol MSN,Associate Chief of Nursing Service/Critical Care,U.S. Department of Veterans Affairs,"Associate Chief of Nursing Services/Critical Care, VHA",https://www.linkedin.com/in/anne-yaktiyol-msn-02376140
Mary Jane Jones,VP/Chief Nursing Officer,Dignity Health,"Vice President /Chief Nursing Officer, Northridge Hospital Medical Center",https://www.linkedin.com/in/mary-jane-jones-13875436
Linda Pang,Chief of Vision Rehabilitation Service / Asst Professor,Western University of Health Sciences,"Optometrist, Chief of Vision Rehabilitation Service / Assistant Professor",https://www.linkedin.com/in/linda-pang-038b2333
Prosper Benhaim,,,Chief of Hand Surgery at UCLA Health,https://www.linkedin.com/in/prosper-benhaim-2b553721
Catherine Rodriguez,Chief Financial Officer,Ventura County Healthcare Agency,Assistant Chief Executive Officer at County of Ventura,https://www.linkedin.com/in/catherine-rodriguez-21a56915
Sarkis Vartanian,Chief Nursing Officer,Whittier Hospital Medical Center,"Chief Nursing Officer, Whittier Hospital Medical Center",https://www.linkedin.com/in/sarkis-vartanian-34bbb211
Stephanie Hughes,Chief Executive Officer,Community Outreach Services,"Chief Executive Officer, Community Outreach Services",https://www.linkedin.com/in/stephanie-hughes-3419489
Raymond Konieczek,Chief Human Resources Officer,"Tenet Healthcare, JFK Memorial Hospital",Chief Human Resources Officer at Tenet Healthcare JFK Memorial Hospital,https://www.linkedin.com/in/raymond-konieczek-73b8175
Stanley D. Shapiro,Chief Business Development Officer,"MyAbilities Technologies, Inc","Chief Business Development Officer, MyAbilities Technologies, Inc",https://www.linkedin.com/in/stanley-d-shapiro-7570bb4
Nana Dee,,,Chief Operations Officer at Dignity Health- Northridge Hospital Medical Center,https://www.linkedin.com/in/nana-deeb-226283107
Nanette Antonio,Chief Nurse Executive,Kaiser Permanente,"Chief Nursing Executive, Kaiser Permanente, Downey, CA",https://www.linkedin.com/in/nanette-antonio-180b9a73
Samantha Shank,,,Executive Assistant to Chief Clinical Officer at Five Acres--The Boys and Girls Aid Society of Los Angeles,https://www.linkedin.com/in/samantha-shank-354b2668
Kerri Jex,,,Chief Nursing Officer at Bear Valley Community Hospital,https://www.linkedin.com/in/kerri-jex-21a2a965
Jay Gabriel,Chief Legal Officer,CHOC Children\xe2\x80\x99s,"Chief Legal Officer, Childrens Hospital of Orange County",https://www.linkedin.com/in/jay-gabriel-63664464
downapha britton,Chief Nursing Officer,Coast Plaza Hospital,Chief Nursing Officer,https://www.linkedin.com/in/downapha-britton-28437858
"Michelle Tyson, M.D.",,,Chief Medical Officer at Crown City Medical Group,https://www.linkedin.com/in/michelle-tyson-m-d-63b6612a
Mark Del Llano,Chief Strategy Consultant,CompPhysio,Chief Strategy Consultant at Comp Physio,https://www.linkedin.com/in/mark-del-llano-75b75ba
Jill Wolf,Chief Operating Officer,VitalWare,Chief Operating Officer,https://www.linkedin.com/in/jill-wolf-b944b69
Jeffrey Mariano,Assistant Chief KP West LA Department of Geriatrics Palliative Medicine and Continuing Care,Kaiser Permanente,Assistant Chief Kaiser West LA Dept of Geriatric Palliative Medicine and Continuing Care (GPCC),https://www.linkedin.com/in/jeffrey-mariano-a80a357
Claudia G\xc3\xa1lvez,,,Chief Office of Government & Community Affairs at Clinicas de Salud del Pueblo,https://www.linkedin.com/in/claudia-g%C3%A1lvez-a390002
Dawn Bryant,Chief Executive Officer,Surgical Care Affiliates,Chief Executive Officer - Ambulatory Surgery Center,https://www.linkedin.com/in/dawn-bryant-237471a
Jonathan Sturm,,,"Chief Operating Officer at Physicians Choice, LLC",https://www.linkedin.com/in/jonathan-sturm-2bb6ba8
Robyn Flores,,,Chief of Staff at Kaiser Permanente,https://www.linkedin.com/in/robyn-flores-0208b47
Sanjit Mahanti,,,Chief Business Development and Performance Improvement Officer at Keck Medicine of USC,https://www.linkedin.com/in/sanjit-mahanti-1412857
Steve Maekawa,,,Chief Financial Officer at Garfield Medical Center,https://www.linkedin.com/in/steve-maekawa-1548624
Kevin Chen,,,Area Chief Financial Officer at Kaiser Permanente,https://www.linkedin.com/in/kevin-chen-a6b32b1
Rich Ulrich MHA (IP),Chief Marketing Officer & Communictions Director,"Anti-Microbial Technology, INC","Chief Marketing Officer & Communications Director, Anti-Microbial Technology, Inc",https://www.linkedin.com/in/rich-ulrich-mha-ip-b1326894
Chuck Robinson,Chief Executive Officer,"Building Blocks Therapy 4 Kids, LLC",Chief Executive Officer,https://www.linkedin.com/in/chuck-robinson-90475b80
Sam Lablue,,,Chief Operating Officer at Torrance Hospital IPA,https://www.linkedin.com/in/sam-lablue-63a76668
Khanh Vinh Nguyen,Area Chief Financial Officer - SCPMG,Kaiser Permanente,Area Chief Financial Officer - SCPMG at Woodland Hills Kaiser Permanente,https://www.linkedin.com/in/khanh-vinh-nguyen-a6682759
Deborah Martin,,,Chief Financial Officer at Southwest Healthcare,https://www.linkedin.com/in/deborah-martin-78756347
Kamalesh Sankhala,"Chief, Translational and Clinical Research",Sarcoma Oncology Center,"Chief, Translational and Clinical Research",https://www.linkedin.com/in/kamalesh-sankhala-b4399945
Luther Snoke,Strategic Initiatives Chief,County of San Bernardino,Strategic Initiatives Chief,https://www.linkedin.com/in/luther-snoke-b6691122
Jonathan Bowers,Chief Executive Officer,Disaster Training Specialist,Chief Executive Officer at disaster training specialist,https://www.linkedin.com/in/jonathan-bowers-07190415
George Kanaly,Executive Vice President and Chief Operating Officer,"ALLIED ANESTHESIA MEDICAL GROUP, INC.","Executive Vice President and Chief Operating Officer at Allied Anesthesia Medical Group, Inc",https://www.linkedin.com/in/george-kanaly-b255b611
Jeffrey A. Bottomley,,,Chief Operating Officer at Pacific Dermatology Institute,https://www.linkedin.com/in/jeffrey-a-bottomley-1aa28210
Enrique Garcia,,,"Chief Technology Officer at LA County, Dept. of Health Services",https://www.linkedin.com/in/enrique-garcia-a92316
Robert Latting,,,Chief Financial Officer at Planned Parenthood Pasadena and San Gabriel Valley,https://www.linkedin.com/in/robert-latting-bb38249
"David OBrien, MD, MS",Chief Operating Officer,St. Mary Medical Center,Senior Vice President/Chief Operating Officer at St. Mary Medical Center,https://www.linkedin.com/in/david-obrien-md-ms-84bb958
Christine Houser,Chief Administrative Officer,"SnF Management Company, LLC",Chief Administrative Officer at CPEhr/SnF Management Company,https://www.linkedin.com/in/christine-houser-85294a7
"Daniel Santibanez, JD, MPH, RD",,,Clinical Nutrition Manager/ Inpatient Section Chief at VA Long Beach Healthcare System,https://www.linkedin.com/in/santibaneznutrition
Arnold Possick,,,Chief Strategy Officer at Los Angeles Jewish Home,https://www.linkedin.com/in/arnold-possick-2b724495
Diane Penn,,,Chief Compliance Officer at Conifer Health Solutions,https://www.linkedin.com/in/diane-penn-29160768
Laurie Bigham,,,Chief Nursing Officer at Lovelace Medical Center,https://www.linkedin.com/in/laurie-bigham-03600623
Melissa LaPonsie,"Executive Assistant, Chief Operating Officer",Providence Little Company of Mary Medical Center Torrance,Executive Assistant to the Chief Executive Officer,https://www.linkedin.com/in/melissa-laponsie-6492a820
Millette Arredondo,Chief Operating Officer,Accredited Nursing,Chief Operating Officer,https://www.linkedin.com/in/millette-arredondo-ab727210
Christopher Leach,Chief Investment/Financial Counsellor,"Healthy Wealth Consulting, LLC at Healthy Wealth Consulting, LLC","Chief Investment/Financial Counsellor at Healthy Wealth Consulting, LLC",https://www.linkedin.com/in/christopherleachmd
Robert Brown,,,Chief Human Resources Officer at Pioneers Memorial Healthcare District,https://www.linkedin.com/in/robert-brown-4418856
Andy Fishmann,,,Chief of the Medical Staff at Good Samaritan Hospital,https://www.linkedin.com/in/andy-fishmann-758b1a5
"Kenny Pawlek, MS, MBA, FACHE",,,Chief Operating Officer at USC Verdugo Hills Hospital,https://www.linkedin.com/in/kenny-pawlek-ms-mba-fache-04a2001
Albert Cadena,,,"President, Chief Executive Officer at USCB Inc,",https://www.linkedin.com/in/albert-cadena-194188
Debbie L. Corlin,Chief Administrative Officer,"UCLA Department of Pediatrics, Mattel Children\xe2\x80\x99s Hospital UCLA","Chief Administrative Officer, UCLA Department of Pediatrics, Mattel Children\xe2\x80\x99s Hospital UCLA",https://www.linkedin.com/in/debbie-l-corlin-191250111
Eugene Karayev,,,Chief Operating Officer at RDL Reference Laboratory,https://www.linkedin.com/in/eugene-karayev-7310658a
Peter Khang,"Regional Chief, Department of Geriatrics, Palliative Medicine & Continuing Care",Kaiser Permanente,"Chief, Kaiser Permanente",https://www.linkedin.com/in/peter-khang-4832a983
Babak Bina,Chief of Pain Rehabilitation & Management,"Veterans Adminstration Health System, Long Beach, California",Chief of Pain Rehabilitation & Management,https://www.linkedin.com/in/babak-bina-69a7857
Frances Ridlehoover,,,Chief Strategy Officer at Jensen + Partners,https://www.linkedin.com/in/frances-ridlehoover-b9483278
Brandon Brewer,,,Chief Operating Officer at The Gooden Center,https://www.linkedin.com/in/brandon-brewer-3602756a
Gloria Lina,Chief Operations Officer,"Mission City Community Network, Inc.",Chief Executive Officer Peoples Community Clinic,https://www.linkedin.com/in/gloria-lina-19a4095a
"DANIEL C. SILVERMAN, MD MPA",Chief Medical Officer,Morgan Executive Development Institute (MEDI),"Chief Medical Officer at MEDI, A NAVVIS Company",https://www.linkedin.com/in/daniel-c-silverman-md-mpa-24780b50
Astrid Blackmon,,,Chief Revenue Officer at USCB AMERICA-Revenue Cycle Solutions for Healthcare Entities,https://www.linkedin.com/in/astrid-blackmon-6b06353
Merlin Aalborg,,,Chief Operations Officer at Heritage Victor Valley Medical Group,https://www.linkedin.com/in/merlin-aalborg-6a649a21
John Shan,"Chief, Department of Optometry",Kaiser Permanente,"Chief of Service, Department of Optometry Kaiser Permanente",https://www.linkedin.com/in/john-shan-71924620
Julie DeMayo,,,Chief Financial Officer at Beit TShuvah,https://www.linkedin.com/in/juliedemayo
Katie Gorris,Chief Privacy Officer,Cedars-Sinai,Chief Privacy Officer at Cedars-Sinai Medical Center,https://www.linkedin.com/in/katie-gorris-b36a6614
"Art Mejia, MPA, FACHE",,,Chief Ambulatory Services Officer at Pioneers Memorial Healthcare District,https://www.linkedin.com/in/art-mejia-mpa-fache-8330b514
Robert Grant,Chief Strategy Officer- Co Founder,Compliancy Group,"Co-Founder and Chief Strategy and Compliance Officer, Compliancy Group",https://www.linkedin.com/in/robert-grant-545bbb3
Blanding Jones,,,"Chief of Service, Cardiac Surgery at Southern California Permanente Medical Group",https://www.linkedin.com/in/blanding-jones-3465bb98
"Janice Klostermeier CPA, MHA, FACHE",Senior Vice President - Chief Financial Officer,Valley Presbyterian Hospital,Sr. Vice President-Chief Financial Officer at Valley Presbyterian Hospital,https://www.linkedin.com/in/janice-klostermeier-cpa-mha-fache-30036896
Cesar Medina,Chief of Hospital Plant Operations,Riverside University Health System - Medical Center,Chief of Hospital Plant Operations,https://www.linkedin.com/in/cesar-medina-592b6254
Eugene Fussell MD,Chief Physician Executive,Catholic Healthcare West,"Chief Physician Executive Dignity Health, Southern California West",https://www.linkedin.com/in/eugene-fussell-md-49822836
Miranda Daniel,,,"Associate Chief, Clinical Social Work Department at UCLA Resnick Neuropsychiatric Hospital",https://www.linkedin.com/in/miranda-daniel-81b31835
"Steven Cohen, M.D., M.B.A.",,,Clinical Chief - Body Imaging at vRad (Virtual Radiologic),https://www.linkedin.com/in/stevencohenmdmba
Vena Ricketts,,,Assistant Chief DEM at Olive View-UCLA Medical Center,https://www.linkedin.com/in/vena-ricketts-82423720
Barry Thorfinnson,Regional Chief Financial Officer - UHS of So California,"UHS of Delaware, Inc",Former Regional Chief Financial Officer - UHS of So California - Retired,https://www.linkedin.com/in/barry-thorfinnson-3a51b615
Andrew Reuther,,,Chief IT Systems Engineer at Nihon Kohden America,https://www.linkedin.com/in/andrewreuther
Shirley Summers,,,Chief Operating Officer at Behavioral Health Services,https://www.linkedin.com/in/shirley-summers-947b8611
Carol A. Butler,,,"Chief Clinical Officer at Physicians Surgery Centers, LLC",https://www.linkedin.com/in/carol-a-butler-9232627
Karoline Hilu MD MBA,Chief Strategy Officer,Crossover Health,"Chief Strategy Officer, Crossover Health",https://www.linkedin.com/in/karolinehilu
John Hathman,,,President & Chief Executive Officer,https://www.linkedin.com/in/john-hathman-a22865a7
Karen Kim,Division Chief of Primary Care,Olive View-UCLA Medical Center,"Division Chief of Primary Care, Olive View-UCLA Department of Medicine",https://www.linkedin.com/in/karen-kim-61386282
"Mitchell Winnik, MBA, RRT",Chief Operating Officer / Chief Staffing Officer,Corona Regional Medical Center (UHS),Chief Operating Officer at UHS,https://www.linkedin.com/in/mitchell-winnik-mba-rrt-9a9b9258
Cynthia Guzman,,,"Chief Executive Officer at Coast Healthcare Management, LLC",https://www.linkedin.com/in/cynthia-guzman-74239647
Swayne Cofield,,,"Assistant Chief, Department of Family Medicine, Downey, CA at Kaiser Permanente",https://www.linkedin.com/in/swayne-cofield-36b4a132
Jessica Roenicke,Chief Financial Officer,Alpha Care Medical Group/Crown City Medical Group,Chief Financial Officer at Crown City Medical Group,https://www.linkedin.com/in/jessica-roenicke-92051227
"Farid Hassanpour, D.O., MBA",Chief Medical Officer,California Health & Wellness / Centene,Chief Medical Officer at California Health and Wellness,https://www.linkedin.com/in/faridhassanpour
"Annah Karam, JD, MBA, PHR,",Chief Human Resources Officer,San Gorgonio Memorial Hospital,Chief Human Resources Officer at San Gorgonio Memorial Hospital,https://www.linkedin.com/in/annahkaram
"Ronald Kaufman, MD, MBA","Chief Medical Officer, California/Nebraska Region",Tenet Healthcare,Regional Chief Medical Officer at Tenet Healthcare,https://www.linkedin.com/in/ronald-kaufman-md-mba-b861505
Michael Johnson,,,Chief Operating Officer at JWCH Institute,https://www.linkedin.com/in/michael-johnson-1720804
Cathy Stephens RN MSN IBCLC,,,Chief Nursing Officer at Barstow Community Hospital,https://www.linkedin.com/in/cathy-stephens-rn-msn-ibclc-290524126
Jerry Ikogho,Chief Financial Officer,"Envision Home Health Services, Inc.",Chief Financial Officer at Envision Home Health Services,https://www.linkedin.com/in/jerryikogho
"Puneet Dhawan M.D, F.A.C.S",,,"Assistant Chief, Division of Cardiothoracic Surgery at Harbor-UCLA Medical Center",https://www.linkedin.com/in/puneet-dhawan-m-d-f-a-c-s-3ab37987
Raymond Ajoc,,,Chief Operations Officer at Serenity Hospice Group Inc.,https://www.linkedin.com/in/raymond-ajoc-06b1a77
Shahan Suzmeyan,,,Chief Operating Officer at Ascension Treatment Centers,https://www.linkedin.com/in/shahan-suzmeyan-46573663
Denisha McQueen,Chief Compliance Officer,"Primex Clinical Laboratories, Inc.","Chief Compliance Officer for Primex Clinical Laboratories, Inc.",https://www.linkedin.com/in/denisha-mcqueen-12707a5a
