name,position,company,description,linkedin_url
Phil Dietrich,,,Vice President at AC Lens,https://www.linkedin.com/in/phil-dietrich-2a978210
Tye Cook,,,Vice President - Account Management at Avadyne Health,https://www.linkedin.com/in/tye-cook-2358016
Mary De Frasia,,,"Regional Vice President, Business Development at MediQuant, Inc",https://www.linkedin.com/in/mary-de-frasia-6680386
Heather Krumpak,,,"Vice President, Customer Success at GradLeaders",https://www.linkedin.com/in/heatherkrumpak
Dale List,,,Vice President of Development at Infor,https://www.linkedin.com/in/dalelist
Mark Wax,,,Vice-President; Sales,https://www.linkedin.com/in/markwax
Charles Ward,,,"Associate Vice President, Software Development Services at Nationwide Insurance",https://www.linkedin.com/in/charles-ward-02125312
Robert Baillargeon,,,Vice President at Sodius,https://www.linkedin.com/in/robert-baillargeon-2833b9a
Kevin French,,,Vice President of Customer Success at StreamLink,https://www.linkedin.com/in/kevin-french-80ab256
Steve Kirtley,,,Senior Vice President-Direct Sales at Blue Chip Consulting Group,https://www.linkedin.com/in/skirtley
Jim Taylor,,,Vice President of Internet Strategy at ABLE APPLIED TECHNOLOGIES LTD,https://www.linkedin.com/in/rootyhollow
Omar Griffith,,,Vice President - IT Business & Portfolio Manager,https://www.linkedin.com/in/omar-griffith-02193b1
Ramin Hashemi,,,"Area Vice President, Global Client Services at Verizon Enterprise Solutions Group",https://www.linkedin.com/in/raminhashemi
"Tracy Dudley, PMP",,,"Vice President, Enterprise PMO - Strategic Director at Fifth Third Bank",https://www.linkedin.com/in/tracy-dudley-pmp-8693a86
David Hodge,,,Vice President - Global Technology,https://www.linkedin.com/in/dhodge
Randy Hefner,,,Vice President at TMC Technologies,https://www.linkedin.com/in/randy-hefner-7996942
Kimberly Cerri,,,Senior Vice President of Engineering at Within3,https://www.linkedin.com/in/kimcerri
Beth Boy,,,Vice President,https://www.linkedin.com/in/beth-boy-3b02981
Brenda Matunas,,,"Vice President, Global Technology",https://www.linkedin.com/in/brendamatunas
Timothy Ruff,,,"Vice President, Solutions Management at M*Modal",https://www.linkedin.com/in/timothyruff
John Hickey,,,"Vice President, Business Development",https://www.linkedin.com/in/john-hickey-a84ba016
"Rick Schomburg, PMP",,,"Vice President, Global Technology",https://www.linkedin.com/in/rickschomburg
Gregg Owens,,,Vice President Dev Ops/Integrations at Matrix Solutions,https://www.linkedin.com/in/gregg-owens-0a75172
Mike Merullo,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/mike-merullo-67691a1
Rick Bryson,,,Vice President Solutions Delivery at Fusion Alliance,https://www.linkedin.com/in/rick-bryson-25b1791
Eric Hall,,,"Vice-president, Amaxx, Inc.",https://www.linkedin.com/in/amaxx
Mike Struck,,,Vice President of IT Services at META Solutions,https://www.linkedin.com/in/mikestruck71ba894
Steve Santoro,,,"Vice President, Customer Success",https://www.linkedin.com/in/stevesantoro
Kurtis M. Kiesel,,,"Vice President, Lancaster Pollard",https://www.linkedin.com/in/kieselk
Robert Truex,,,"Board of Education, Vice President at Reynoldsburg City Schools",https://www.linkedin.com/in/robtruex
"Martin McMurray, RCDD / OSP",,,Vice President,https://www.linkedin.com/in/martin-mcmurray-rcdd-osp-99b35022
"Amit Sharma, PMP",,,Vice President - Project and Release Management at J.P. Morgan Chase,https://www.linkedin.com/in/amit-sharma-pmp-19b30a4
Viola Sprague,,,"Vice President of Instructional, Administrative, and Information Technology",https://www.linkedin.com/in/viola-sprague-18b4641
Cindy Hurst,,,"Vice President, Digital & Emerging Payments at JPMorgan Chase",https://www.linkedin.com/in/cindy-hurst-a9b3281
Dennis Thompson,,,Vice President of Sales at Bark n Yapp,https://www.linkedin.com/in/dennis-thompson-b0598811
Tay D. Tufts,,,Vice President- Corporate Technology,https://www.linkedin.com/in/taytufts
Mike Brown,,,"Vice President, Operations - Energy",https://www.linkedin.com/in/mike-brown-b708207
Mark Boggs,,,Vice President | Project Manager III at JP Morgan Chase,https://www.linkedin.com/in/boggsie
Matthew Gerald,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/matthew-gerald-5734138
Susan Wayde,,,Vice President at Cerner Corporation,https://www.linkedin.com/in/susan-wayde-87a0a87
Frank Tappen,,,Vice President at DataNet Quality Systems,https://www.linkedin.com/in/frank-tappen-1807236
Patrick Balling,,,"Vice President, Sr. Infrastructure Manager at Huntington Banks",https://www.linkedin.com/in/patrick-balling-1b660b3
Asvin Vaidyanath Ganesh,,,Assistant Vice President at Citi,https://www.linkedin.com/in/asvinganesh
Ty Sauer,,,"Vice President, Tech Quality Assurance Manager Sr. | Branch System & Innovations Channel at JP Morgan Chase",https://www.linkedin.com/in/ty-sauer-73565b77
Andrew Smith,,,"Vice President at UV Angel - Redefining Infection Control through Intelligent, Automated Disinfection",https://www.linkedin.com/in/andrew-smith-0a94ba4
"Mike Cipolla, PMP",,,Vice President at JPMorgan Chase & Co.,https://www.linkedin.com/in/mike-cipolla-pmp-44105a9
Heidi (Cordner) Towslee,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/heidi-cordner-towslee-6a527b8
David M. DeBona,,,"Vice President, Global Technology @ JP Morgan Chase",https://www.linkedin.com/in/david-m-debona-9679b37
Daniel Cantor,,,Vice President,https://www.linkedin.com/in/daniel-cantor-8b86835
Robert Galindo,,,Vice President,https://www.linkedin.com/in/robert-galindo-4838a63
Andrea Noce,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/andrea-noce-82088a
T. A. Subbaraja,,,Vice President at JPMorgan Chase & Co.,https://www.linkedin.com/in/tasubbaraja
Darrin Ellero,,,Vice President Senior Project Manager JP Morgan Chase and Co.,https://www.linkedin.com/in/darrin-ellero-9273557
Anthony Svingos,,,"Vice President, Information Technology at Citynet, LLC",https://www.linkedin.com/in/anthony-svingos-bb97bb4
David Hoy,,,"Vice President, Products & Partner Support at GradLeaders",https://www.linkedin.com/in/david-hoy-2a18373
Pankaj Oza,,,Vice President (sales) at Digitek,https://www.linkedin.com/in/pankaj-oza-4944522
David Younoszai,,,Vice President at JPMorgan Chase & Co.,https://www.linkedin.com/in/davidy
Brooke Koskinen,,,"Vice President, Global Technology, JPMorgan Chase",https://www.linkedin.com/in/brooke-koskinen-090879
Teri Holbrook,,,"Vice President at Das Gemacht, Inc.",https://www.linkedin.com/in/teri-holbrook-16617326
Prabhakar Madishetti,,,Vice President Database Management Lead at JPMorgan Chase,https://www.linkedin.com/in/madishettiprabhakar
Matthew Penza,,,Vice President,https://www.linkedin.com/in/matthew-penza-ba1a93a
Sanjay Kundu,,,"Vice President,TOGAF 9.1 Certified Enterprise Architect,ITIL V3,SCSA",https://www.linkedin.com/in/sanjay-kundu-0098a39
Ed Mead,,,"Vice President, Capture Excellence for ASRC Federal",https://www.linkedin.com/in/ed-mead-3509928
Maureen Beytagh,,,"Vice President - IT Management, Management Consultant, Release Management, ITIL Certified",https://www.linkedin.com/in/maureenbeytagh
Mike Bittner,,,Vice President,https://www.linkedin.com/in/mike-bittner-692b89
Tyler Roahrig,,,Vice President & IT Administrator at The Home Loan Savings Bank,https://www.linkedin.com/in/troahrig
"Timothy Siepker, CISA, CRISC",,,Vice President,https://www.linkedin.com/in/timothy-siepker-cisa-crisc-ba23b918
Chuck Peterson,,,"Vice President, JPMorgan Chase & Co.",https://www.linkedin.com/in/chuck-peterson-671b4a9
Devon Scott,,,Vice President of Operations at Qwik Pack & Ship,https://www.linkedin.com/in/devon-scott-1644a06
Josh Abbott,,,Vice President at JPMorgan Chase & Co.,https://www.linkedin.com/in/josh-abbott-835b463
James Janidas,,,Assistant Vice President,https://www.linkedin.com/in/jamesjanidas
Bob Bolds,,,Vice President,https://www.linkedin.com/in/bob-bolds-82848b2
Lawrence Templin,,,Vice President,https://www.linkedin.com/in/lawrence-templin-5058741
William Yang,,,Vice President of Product Management at Datapulse.Global,https://www.linkedin.com/in/wdyllc
Kevin Hyden,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/kevin-hyden-66362878
zac sgro,,,Vice President Sales and Business Development at Enovate,https://www.linkedin.com/in/zac-sgro-12332149
Duane Tracy,,,"Vice President at InfoPartners, Inc.",https://www.linkedin.com/in/duane-tracy-0395591a
Kathleen Dunlavey,,,Vice President Healthcare Services,https://www.linkedin.com/in/kathleen-dunlavey-b3b57b8
Deepak Shrivastava,,,Vice President / Application Development Manager,https://www.linkedin.com/in/deepak-shrivastava-a794333
Mark Sulek,,,Vice President at JPMorgan Chase & Co.,https://www.linkedin.com/in/mark-sulek-54b6072
Melissa Lawyer Zoccola,,,"Vice President Business Development-Principal at electronic evolutions, inc.",https://www.linkedin.com/in/melissa-lawyer-zoccola-5b7b3a66
Christopher Wilkins,,,"Vice President, Project Management Office (PMO) at JPMorgan Chase",https://www.linkedin.com/in/christopher-wilkins-111a153
"Kevin Hart, PMP",,,Vice President Global Technology - JPMorgan Chase,https://www.linkedin.com/in/kevin-hart-pmp-0a2a2720
Jonathan Pierce,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/jonathan-pierce-4794211
Pallavi Rajalbandi,,,Vice President at J.P. Morgan Chase,https://www.linkedin.com/in/pallavi-rajalbandi-a478401a
Mohsin Viquar,,,Vice President at JPMorgan Chase,https://www.linkedin.com/in/mohsin-viquar-72667612
Beth Gribble,,,Executive Vice President of Finance at IMTS,https://www.linkedin.com/in/beth-gribble-1297b511
Wayne Woo,,,"Vice President, JP Morgan Chase",https://www.linkedin.com/in/wayne-woo-8b98175
Penny Napoli,,,Vice President - Project Management at a Large Financial Company,https://www.linkedin.com/in/penny-napoli-0a71236
"Larry Lemaster, MBA",,,Vice President Global Technology at JPMorgan Chase,https://www.linkedin.com/in/larry-lemaster-mba-683a8b22
Scott Cummans,,,President & CEO at BestTransport,https://www.linkedin.com/in/scott-cummans-127b173
Jeff Tudas,,,"VP, Client Services at Workstate",https://www.linkedin.com/in/jeff-tudas-a510a31
Louis Viciedo,,,VP of Sales,https://www.linkedin.com/in/louis-viciedo-a51987a4
Brian Scott Carpenter,,,"Program Management, Governance, Risk, Security Controls and Process Improvement Officer, VP, CISA",https://www.linkedin.com/in/brianscottcarpenter
Allison Sutley,,,"VP, Application Development & QA at DSW",https://www.linkedin.com/in/allison-sutley-8656993
Michael Doran,,,President at Strategic Insurance Software,https://www.linkedin.com/in/michael-doran-0207a91
Dave Dieterle,,,VP Public Sector at ICC | Public Retirement | Workforce Development | Healthcare | Applications | Analytics | Digital,https://www.linkedin.com/in/davedieterle
Rob Schieber,,,VP - Applications Developer Lead at JPMorgan Chase,https://www.linkedin.com/in/robschieber
Keith Hannah,,,VP Government & Critical Infrastructure Sales at Securable.io | West Point Graduate & Afghanistan Veteran,https://www.linkedin.com/in/keithwhannah
Eileen Ouellette,,,"VP- Application Development Services, Alliance Data",https://www.linkedin.com/in/eileen-ouellette-9856551
Josh Hardy,,,"VP, Product and Solutions Marketing at Axway",https://www.linkedin.com/in/joshhardy
Harley Ross,,,Technology & Services Sales VP | Solution Provider | Strategic Thinker,https://www.linkedin.com/in/harleyross
Jim Gallo,,,VP Business Analytics Strategy | Manufacturing | Banking | Public Retirement,https://www.linkedin.com/in/jim-gallo-690754
Aaron Howard,,,VP of IT Applications at FCX,https://www.linkedin.com/in/aaron-howard-3b51773
Chris Henson,,,VP of Technology,https://www.linkedin.com/in/chenson42
Dan France,,,VP Engineer Lead at JPMorgan Chase,https://www.linkedin.com/in/dan-france-39566a8
"Matt Sarcheck, PMP",,,VP - Sr Project Manager at JPMorgan Chase,https://www.linkedin.com/in/matt-sarcheck-pmp-86220
"Vinod Rohra, MBA",,,VP - Engineer Manager at JPMorgan Chase,https://www.linkedin.com/in/vinodrohra
"Jennifer Bleen, PMP, PSM, PMI-ACP",VP Marketing and D&A Operations,Huntington National Bank,"Connector, Innovator, Entrepreneur, Coach, Mentor, Speaker, Trainer, Program Manager, Learner, Investor",https://www.linkedin.com/in/jenbleen
Alex Beylin,,,VP & Automotive Business Head at Wipro,https://www.linkedin.com/in/alex-beylin-167821
Mimi Chizever,,,"VP, Infrastructure Engineering at Nationwide",https://www.linkedin.com/in/mimi-chizever-1419172
David Krigger,,,VP of Receptio | 20 yrs Supply Chain Ops benefiting IT,https://www.linkedin.com/in/davekrigger
Jason Marra,,,"VP, Sales & Operations at PITSS America LLC",https://www.linkedin.com/in/jasonmarra
David Garrett,,,VP of Technology at Wheedle,https://www.linkedin.com/in/dmgarrett
Troy Tackett,,,"VP Sales, North America",https://www.linkedin.com/in/troytackett
Tricia Rigel,,,VP EIT Client Delivery & Support,https://www.linkedin.com/in/tricia-rigel-2512631
David Cathers,,,"VP Sales at Intellinetics, Inc.",https://www.linkedin.com/in/davidcathers
Scott Tribble,,,"AVP University Communications / Digital Director, Denison University | Author | President, Harvard Club of Central Ohio",https://www.linkedin.com/in/stribble
Matthew Stevanus,,,"VP of Services at Webapper Services, LLC",https://www.linkedin.com/in/mattstevanus
Joe Jorgenson,"VP, Operations",Robintek,President of Robintek,https://www.linkedin.com/in/joe-jorgenson
Herry Setiadi,,,VP,https://www.linkedin.com/in/hsetiadi
Mike Cornell,,,VP,https://www.linkedin.com/in/mcornell
Michael Thomas,,,VP of Development,https://www.linkedin.com/in/michael-thomas-6437b1
Karl Yost,,,"VP, Technology",https://www.linkedin.com/in/kyost
David Ballenberger,,,"President at NextStep Solutions, Inc.",https://www.linkedin.com/in/david-ballenberger-80934236
Chris Winslow,,,Senior Sales and Operating Professional,https://www.linkedin.com/in/chris-winslow-a6346
Scott Walker,,,Experienced CIO offering services to help organizations with their IT challenges,https://www.linkedin.com/in/scottwalkerohio
Robert Ball,,,Internal Infrastructure Systems Administrator,https://www.linkedin.com/in/robert-ball-33a28410
Daryl Kulak,,,Executive Consultant at Pillar Technology,https://www.linkedin.com/in/darylkulak
Daniel Benway,,,"Senior IT Professional (Information Security, and Windows Infrastructure), and Facilitator / Coach",https://www.linkedin.com/in/daniellbenway
Tim Hibner,,,Passionate leader and high-energy advocate for a \xe2\x80\x9csmart\xe2\x80\x9d perspective towards technology and its solutions.,https://www.linkedin.com/in/timhibner
Matthew Coy,,,A Leading Information Technology Executive,https://www.linkedin.com/in/matthewcoy
Geoff Novak,,,Senior Technology and Innovation Executive,https://www.linkedin.com/in/geoffnovak
James Cook,,,"Executive Director, Global Technology",https://www.linkedin.com/in/djamescook
Tim Cook,,,IT EVP | Customer Advocate | Business Savvy Technology,https://www.linkedin.com/in/tim-cook-47522b6
Amy Marshall,VP of Client Services,Fathom Marketing,Independent Consultant | Digital Marketing Expert | Marketing Strategist,https://www.linkedin.com/in/ajmarshall
"Brian Watson, MS Ed.",,,#ONE,https://www.linkedin.com/in/agilebdu
"Jay Grigalunas, MBA",,,Program Manager | Operations Manager | Training and Education Professional |,https://www.linkedin.com/in/jay-grigalunas-mba-7abb4911
James Brenza,,,"Advisory Board Member, Chief Data Officer at InXite Health Systems",https://www.linkedin.com/in/jbrenza
Donald Jordan,,,Founder & CEO at The Prodicus Group,https://www.linkedin.com/in/donald-jordan-6730a121
Joe McManus,,,Transformational Sales Leader,https://www.linkedin.com/in/joe-mcmanus-1924b7
Sheldon Clarke,,,"AVP, IT Application Development",https://www.linkedin.com/in/sheldon-clarke-29945816
Tony Simpkins,,,"Data Warehouse Manager, Grange Insurance",https://www.linkedin.com/in/tsimpkins
Jayaraman (Raghu) Raghuraman,,,IT Executive at Schneider Electric,https://www.linkedin.com/in/jraghuraman
Michael Blough,,,Global Sales & Operations Leader \xe2\x98\x85 Exponential Growth for Startups and Fortune 500 Corporations in Technology Space,https://www.linkedin.com/in/michaelblough
Larry Trittschuh,,,"SVP, Threat & Vulnerability Management at Synchrony Financial",https://www.linkedin.com/in/larrytrittschuh
Jeff Lininger,,,Executive Growth Leader | General Management | B2B Global Sales & Marketing | Business & Product Development | Strategy,https://www.linkedin.com/in/jefflininger
Lisa Steinhart,,,"Helping Electric, Gas and Water Utilities Restore Power Faster",https://www.linkedin.com/in/lisasteinhart
Erick Paul,,,"Vision, Execution, Results!",https://www.linkedin.com/in/erickpaul
Scott Moss,,,"Business Development Professional, Entrepreneur, Sales Hunter, Strategic Thinker, Executive Leader",https://www.linkedin.com/in/scottandrewmoss
Bill Evans,,,Marketing at One Identity,https://www.linkedin.com/in/wevanswest
"Tina Price, CISM,CISA,PMP",,,AVP IT Security & Governance,https://www.linkedin.com/in/tina-price-cism-cisa-pmp-bb2b368
Ira Grossman,,,"CTO, End-user & Mobile Computing at MCPc",https://www.linkedin.com/in/grossmanira
Christopher Derikart,,,"Customer Service Operations and Intelligence Expert (cable, telecommunications, healthcare, telemedicine, collections)",https://www.linkedin.com/in/cderikart
"Michael J. Maloney, Jr., MSM",,,Director of Business Development at eSchoolView,https://www.linkedin.com/in/mjmaloneyjr
Ralph Lazaro,,,Digital Media Executive. Innovator. Husband. Father.,https://www.linkedin.com/in/ralph-lazaro-5258aa19
Scot McConkey,,,Management Consultant,https://www.linkedin.com/in/scot-mcconkey-404720
"Gene Levine, CISSP",,,Cyber Security and Network Security Leader,https://www.linkedin.com/in/gene-levine
"David Keene, CISSP",,,Solutions Program Manager at Metro Data Center,https://www.linkedin.com/in/davidkeene
Anil Bahadur,,,Scrum Master at JPMorgan Chase &amp;amp; Co.,https://www.linkedin.com/in/anilbahadur
Mircea Crisan,,,IT,https://www.linkedin.com/in/mircea-crisan-4015b77
David Gage,,,Global Technology,https://www.linkedin.com/in/david-gage-82048434
Laura Darcy,,,Retired for now....,https://www.linkedin.com/in/laura-darcy-576660
Jim Curran,,,"Utility Solutions; Application, database and systems and development; High Availability Infrastructure and Systems",https://www.linkedin.com/in/jim-curran-09ab944
"Doreen Whitley, MBA",,,AVP Information Management,https://www.linkedin.com/in/doreenwhitley
Timothy Leonard,,,EVP Operations & CTO at TMW a Trimble company,https://www.linkedin.com/in/timothy-leonard-5521062a
Jose(Joe) Cannon,,,"Duck Creek Solutions On Demand, Digital Engagement. TRUE SaaS in the cloud for ALL LOB. Proven & Purpose built for Speed",https://www.linkedin.com/in/joecannoncolumbusohio
Heather (Higel) Richard,,,"Ecommerce & Digital Marketing Leader - Retail, Healthcare, & Legal",https://www.linkedin.com/in/heatherhigelrichard
Greg Steffine,,,"Business Intelligence and Analytics Leader, Author",https://www.linkedin.com/in/steffine
Prasoon Shrivastava,,,Digital Commerce Leader | Retail | IT Strategy | Project Management Office (PMO) | Office of CIO | Program Management,https://www.linkedin.com/in/prasoonshrivastava
Jeff Sturgeon,VP Marketing & Solutions,Emerson Network Power,Experience executive in technology driven companies,https://www.linkedin.com/in/jeff-sturgeon-380392
Brian Gendron,,,"SVP, Global Market Sales at Black Box Network Services",https://www.linkedin.com/in/brianpgendron
Leigh Helsel,,,Finance & Analytics Leader | Retail | Strategy | Business Development,https://www.linkedin.com/in/lhelsel
Michael Mcgreevy,,,Information Technology Executive,https://www.linkedin.com/in/michael-mcgreevy-38755a3
Dave Petruziello,,,CEO and Founder at Sureal Music,https://www.linkedin.com/in/dave-petruziello-26937621
Timothy Kulbago,,,Helping pharmaceutical and medical device companies get FDA approvals for clinical trials that involve imaging.,https://www.linkedin.com/in/timothykulbago
Matt Farrell,,,"A doer, learner, and leader who is passionate about bringing ideas to life and building great teams",https://www.linkedin.com/in/mfarrelldayton
Sean McNeeley,,,Sales and Marketing professional \xe2\x80\x93 known for generating demand and leading high-performing teams,https://www.linkedin.com/in/smcneeley
Mike Fieseler,,,at Vantage Agora,https://www.linkedin.com/in/mikefieseler
Jon Giganti,,,National Account Manager at CCC,https://www.linkedin.com/in/jon-giganti-3173172
Mike Fisher,,,"Project Management Consulting, Coaching, & Training",https://www.linkedin.com/in/mikefisherinc
Jennifer Carpenter,,,Clinical IT Systems,https://www.linkedin.com/in/jennifer-carpenter-9a63b0
Justin L.,,,Versatile Security and Cloud Technologist,https://www.linkedin.com/in/justinlute
Rob Twitchell,,,Operations Executive | Human Resources | Information Technology | Policy development | Facilities | Immigration,https://www.linkedin.com/in/robtwitchell
Matthew Gaudio,,,at AdvizeX Technologies,https://www.linkedin.com/in/matthewgaudio
Dan Pugh,,,Director of Energy Procurement at EnerNOC,https://www.linkedin.com/in/dan-pugh-5ba30b
Michelle Merrell,,,IT Service Management,https://www.linkedin.com/in/michelle-merrell-055a0763
\xe2\x9c\xaa Andy Fisher,,,Ending Ride-along Coaching for Sales VPs,https://www.linkedin.com/in/andrewfisher5
Jeremy Dotson,,,Consulting Systems Engineer at World Wide Technology,https://www.linkedin.com/in/jedotson
Greg Harris,,,MobileRep Sales Software helps increase your sales by providing your reps with the info and tools they need 24/7.,https://www.linkedin.com/in/gregharris98
"Doug Lawrence MSM,PMP",,,Director of Implementation Success at Zotec Partners,https://www.linkedin.com/in/doug-lawrence-msm-pmp-7641654
Craig Collins,,,IT Group Manager II,https://www.linkedin.com/in/craigtcollins
"Neil Ray, PMP, ITIL",,,PMO/Program Director @MSI - Office of the COI - Global Enterprise Program Management Office (EPMO) at Ford Motor Company,https://www.linkedin.com/in/neilray2000
Jason Harris,,,CeraNet - Data Center Services & Cloud Computing Solutions,https://www.linkedin.com/in/jasonharrisceranet
Adool Ferguson,,,Seasoned information security and risk professional with 15+ years of comprehensive experience in various verticals.,https://www.linkedin.com/in/adoolferguson
Maurice Shorrosh,,,Technology director at J.P. Morgan chase,https://www.linkedin.com/in/maurice-shorrosh-3070604
Don Battista,,,Business Development Executive,https://www.linkedin.com/in/donbattista
Sarala Pandey,,,"QA Manager, AVP at Huntington National Bank",https://www.linkedin.com/in/sarala-pandey-37a8105
Ehsan Khan,,,Founder & SVP at Genuine Commerce (GenuCom),https://www.linkedin.com/in/khanehsan
"William Kinsey, MAP, PMP",,,I work with healthcare leaders to leverage technology and increase effective capacity.,https://www.linkedin.com/in/williamkinsey
Martin Gehrke,,,Lead CFEngine Architect,https://www.linkedin.com/in/martingehrke
Heather Cristina,,,Technology Manager,https://www.linkedin.com/in/heather-cristina-487a423
Matt Gledhill,,,Project Management Professional,https://www.linkedin.com/in/matt-gledhill-2234a028
Marielle Nwana,,,Central Planning Intern at La Senza,https://www.linkedin.com/in/marielle-nwana-4b7965108
Vance Olson,,,"Founder, The AME Group",https://www.linkedin.com/in/vance-olson-8a25698
Mike Schneck,,,AVP Nationwide Insurance Web Channel,https://www.linkedin.com/in/mike-schneck-60598410
Seth Daugherty,,,Web Developer at Human Element Inc.,https://www.linkedin.com/in/sethdaugherty
"John Edebol, MBA, MA",,,Sales Leader,https://www.linkedin.com/in/edebol
Rod Phillips,,,"AVP - IT & Admin. Svcs., HealthLinx\xc2\xae Executive Search & Transitional Leadership",https://www.linkedin.com/in/rod-phillips-9719443
Markus Rogosinsky,,,Application Developer Lead @ JPMorgan Chase,https://www.linkedin.com/in/markus-rogosinsky-8572349
Jeffrey Baker,,,Sr. Storage Engineer at JP Morgan Chase,https://www.linkedin.com/in/bakerjeffrey
Ernest Carducci,,,Owner / Partner,https://www.linkedin.com/in/ernest-carducci-7604201a
Ken Werner,,,Dealer Channel Development at Presence Management LLC,https://www.linkedin.com/in/ken-werner-55104b4
Walt Semke,,,Information Technology and Services Professional,https://www.linkedin.com/in/walt-semke-5731a83
Amar Karamali,,,Enterprise Applications (Workday) Consultant at IBM,https://www.linkedin.com/in/amarkaramali
"Mike Gdula, MBA, CISSP, PMP",,,JPMorgan Chase,https://www.linkedin.com/in/mike-gdula-mba-cissp-pmp-b104368
Terah Rafiee,VP - Omni-Channel Marketing,Fifth Third Bank,"Vice President, Omni-Channel Marketing at Fifth Third Bank",https://www.linkedin.com/in/trafiee
Jeff McWilliams,West Region VP of Sales,Square 9 Softworks,"Vice President of Sales, West Region at Square 9 Softworks",https://www.linkedin.com/in/jeffmcwilliams
"Michael Powers, Ph.D.",VP / Technology Controls,JPMorgan Chase,Vice President,https://www.linkedin.com/in/mikepowers
Christine Carroscia,VP of HR,"Chagrin Consulting Services, Inc.","Vice President of Human Resources at Chagrin Consulting Services, Inc.",https://www.linkedin.com/in/christinecarroscia
M. Brian Dunson,"VP, Technology and Platform Operations","Ed Map, Inc.","Vice President, Technology and Platform Operations at Ed Map, Inc.",https://www.linkedin.com/in/m-brian-dunson-6969881
Ken Sagle,VP Global Storage,JPMorgan Chase,Vice President,https://www.linkedin.com/in/sagle
Steve Lamp,VP - Contact Center Next Generation Solutions Architect Lead w/ SIP-Applications Developer Lead,JPMorgan Chase & Co.,Vice President - Applications Developer Lead - Solutions Architect @JPMorgan Chase & Company,https://www.linkedin.com/in/steve-lamp-6028195
Nan Shonk,"VP, Global Technology",JPMorgan Chase,"Vice President, Global Technology",https://www.linkedin.com/in/nan-shonk-15453a1
Michael Collins,,,Vice President of Solution Sales at Stratice Healthcare,https://www.linkedin.com/in/michael-collins-0532b0127
Vince Gigliotti,"VP, Business Analyst - Analytics and Reporting",JPMorgan Chase & Co.,"Vice President, Business Analyst at JPMorgan Chase",https://www.linkedin.com/in/vince-gigliotti-17b34327
Jason Barr,VP Sales & Marketing,Updox,"VP, Sales & Marketing at Updox",https://www.linkedin.com/in/jasonpbarr
Stephen Langella,"VP, Commercial Platforms",Cardinal Health,VP Engineering at Cardinal Health,https://www.linkedin.com/in/stephen-langella-40772
Jeff Ivany,,,VP Digital Experience at Pillar Technology,https://www.linkedin.com/in/jeffivany
Alan Sturm,"VP, Global Technology",JPMorgan Chase,Vice President at JPMorganChase,https://www.linkedin.com/in/asturm
P.N. Ramasamy,,,"VP, Data & Quality Programs at NetJets",https://www.linkedin.com/in/p-n-ramasamy-8a654a3
Jason Lukas,,,VP at Pillar Technology,https://www.linkedin.com/in/jlukas
Gene Oliver,VP Information Technology / CIO,PCCW Teleservices,VP Information Technology at PCCW Teleservices,https://www.linkedin.com/in/geneoliver
Greg Smith,"VP, User Experience and Design & Executive Director",Clutch. (A Division of ICC),"VP, User Experience and Design & Executive Director",https://www.linkedin.com/in/greg-smith-004974
Jim Tighe,CFO and VP of Administrative Services,EWI,CFO and VP of Administrative Services - EWI,https://www.linkedin.com/in/jim-tighe-b382351
"Steve Grover, CBIP,CSM",VP Business Analytics Delivery,Information Control Company,VP Business Analytics & Strategy,https://www.linkedin.com/in/stevegrover
Alex R. Miller,"Continuous Improvement, VP",Huntington National Bank,"VP, Continuous Improvement at Huntington National Bank",https://www.linkedin.com/in/alex-r-miller-0aaa0833
Cory Davis,"VP, Business Development",ICC,VP | UX + Digital | Analytics | Integration,https://www.linkedin.com/in/cory-davis-83410116
Jess McPheron,,,VP - Retail Product Preparation at Idea Buyer LLC,https://www.linkedin.com/in/jess-mcpheron-a4358290
Nathan Arthur,,,VP Product Management and Development at PreEmptive Solutions,https://www.linkedin.com/in/nathan-arthur-5866441
Oscar H. Castro,"VP, eCommerce & Marketing",Harry & David,"VP, eCommerce | Digital Marketing Executive",https://www.linkedin.com/in/ohcastro
Jaime Nelson,Development VP and Certified EVCa Value Creation Architect,Glomark -Governan,Development VP and Certified Enterprise Value Creation Architect (EVCa) at Glomark-Governan,https://www.linkedin.com/in/jaime-nelson-825a52a4
Kathleen Chugh,VP of Information Technology,BRAVO | BRIO Restaurant Group,VP of Information Technology at Bravo Brio Restaurant Group Inc.,https://www.linkedin.com/in/kathleen-chugh-6b03518
John Lombardi,,,"VP, Executive Recruiting-Global Technology Recruiting at JPMorgan Chase & Co.",https://www.linkedin.com/in/john-lombardi-75b5515
Marty Connell,VP Sourcing - IT Global Network Services,JPMorgan Chase & Co.,VP Sourcing - IT Global Network Services,https://www.linkedin.com/in/marty-connell-a973192
Tera Mitter,,,VP Sales at BoxCast,https://www.linkedin.com/in/teramitter
Jamie Stillman,"VP, CPAC Engineering",HealthEdge,"VP, CPAC Engineering",https://www.linkedin.com/in/jamiestillman614
Ujwal Halkatti,,,"VP, Engineering at EmpowerID",https://www.linkedin.com/in/ujwal-halkatti-65784
